;road_0_1_0 r g,road_1_0_1 r r,road_1_2_3 r r,road_2_1_2 r g,
-21.87666666666655 -4.5 0.0,-64.46499999999992 -4.5 0.0,-108.90499999999997 -4.5 0.0,-153.34500000000004 -4.5 0.0,1.5 -10.766666666666595 1.5707963267948966,1.5 -264.445 1.5707963267948966,4.5 -10.158061155555516 1.5707963267948966,4.5 -17.658061155555516 1.5707963267948966,4.5 -27.424067907209179 1.5707963267948966,4.5 -47.28953573237865 1.5707963267948966,4.5 -86.68499999999995 1.5707963267948966,4.5 -131.125 1.5707963267948966,4.5 -175.565 1.5707963267948966,4.5 -220.005 1.5707963267948966,4.5 -264.445 1.5707963267948966,4.5 -296.0 1.5707963267948966,202.17500000000019 -4.5 0.0,157.73500000000014 -4.5 0.0,113.29500000000015 -4.5 0.0,36.2427777777779 -4.5 0.0,10.719423466666804 -4.5 0.0,1.5 61.08257747642707 1.5707963267948966,4.5 263.3501634803846 1.5707963267948966,4.5 58.1183333333334 1.5707963267948966,-291.30388888888919 4.5 3.141592653589793,-214.02866666666677 4.5 3.141592653589793,-186.80942152863399 4.5 3.141592653589793,-159.5960016415535 4.5 3.141592653589793,-132.40262126374953 4.5 3.141592653589793,12.11634005333326 4.5 3.141592653589793,296.0 4.5 3.141592653589793,-5.233333333333405 4.5 -3.1415926535897928,5.410811380062106 -0.8649665951782016 -2.4641545895547218,;road_0_1_0 r r,road_1_0_1 r g,road_1_2_3 r g,road_2_1_2 r r,
-15.704444444444335 -4.5 0.0,-53.354999999999908 -4.5 0.0,-97.79499999999996 -4.5 0.0,-142.235 -4.5 0.0,1.5 -253.335 1.5707963267948966,4.5 -17.658061155555516 1.5707963267948966,4.5 -25.840037136273396 1.5707963267948966,4.5 -41.772098911988397 1.5707963267948966,4.5 -75.57499999999993 1.5707963267948966,4.5 -120.01499999999999 1.5707963267948966,4.5 -164.455 1.5707963267948966,4.5 -208.89499999999999 1.5707963267948966,4.5 -253.335 1.5707963267948966,4.5 -291.0 1.5707963267948966,213.2850000000002 -4.5 0.0,168.84500000000015 -4.5 0.0,124.40500000000015 -4.5 0.0,47.3527777777779 -4.5 0.0,21.150765191111245 -4.5 0.0,1.5 72.19257747642706 1.5707963267948966,4.5 274.4601634803846 1.5707963267948966,4.5 69.22833333333341 1.5707963267948966,-225.13866666666679 4.5 3.141592653589793,-197.91911958384709 4.5 3.141592653589793,-170.7032689481234 4.5 3.141592653589793,-143.5011072496221 4.5 3.141592653589793,-14.233333333333406 4.5 3.141592653589793,10.811438037333233 4.5 3.141592653589793,291.0 4.5 3.141592653589793,4.5 -9.158061155555516 1.5707963267948966,1.453152782377271 -9.77141788642703 1.7729440572530336,4.631630287414724 -1.4917654663169687 -2.4641545895547218,;road_0_1_0 r r,road_1_0_1 g g,road_1_2_3 r r,road_2_1_2 r r,
-12.001111111111016 -4.5 0.0,-42.24499999999989 -4.5 0.0,-86.68499999999995 -4.5 0.0,-131.125 -4.5 0.0,1.5 -242.225 1.5707963267948966,4.5 -16.658061155555516 1.5707963267948966,4.5 -25.16684061094122 1.5707963267948966,4.5 -37.86914925740615 1.5707963267948966,4.5 -65.08447152491479 1.5707963267948966,4.5 -108.90499999999997 1.5707963267948966,4.5 -153.34500000000004 1.5707963267948966,4.5 -197.78500000000003 1.5707963267948966,4.5 -242.225 1.5707963267948966,4.5 -284.0 1.5707963267948966,224.3950000000002 -4.5 0.0,179.95500000000016 -4.5 0.0,135.51500000000017 -4.5 0.0,58.4627777777779 -4.5 0.0,31.853570225777909 -4.5 0.0,1.5 83.30257747642708 1.5707963267948966,4.5 285.5701634803846 1.5707963267948966,4.5 80.3383333333334 1.5707963267948966,-236.24866666666683 4.5 3.141592653589793,-209.02893841697495 4.5 3.141592653589793,-181.8115488134555 4.5 3.141592653589793,-154.60342539033659 4.5 3.141592653589793,-24.788333333333406 4.5 3.141592653589793,10.376470698666538 4.5 3.141592653589793,284.0 4.5 3.141592653589793,4.5 -7.658061155555515 1.5707963267948966,0.29981074469776489 -7.034069816629137 2.155356064446448,3.89334940003846 -2.165734554990539 -2.3903808923678726,;road_0_1_0 r r,road_1_0_1 r g,road_1_2_3 r g,road_2_1_2 r r,
-33.12255555555544 -4.5 0.0,-75.57499999999993 -4.5 0.0,-120.01499999999999 -4.5 0.0,1.5 -231.115 1.5707963267948966,4.5 -15.158061155555516 1.5707963267948966,4.5 -24.097236623038215 1.5707963267948966,4.5 -35.29953711960377 1.5707963267948966,4.5 -56.735268451095468 1.5707963267948966,4.5 -97.79499999999996 1.5707963267948966,4.5 -142.235 1.5707963267948966,4.5 -186.675 1.5707963267948966,4.5 -231.115 1.5707963267948966,4.5 -275.0 1.5707963267948966,4.5 -299.0 1.5707963267948966,235.50500000000023 -4.5 0.0,191.06500000000018 -4.5 0.0,146.62500000000015 -4.5 0.0,69.5727777777779 -4.5 0.0,42.71925324657791 -4.5 0.0,1.5 94.41257747642708 1.5707963267948966,4.5 296.68016348038466 1.5707963267948966,4.5 91.4483333333334 1.5707963267948966,-247.3586666666668 4.5 3.141592653589793,-220.13882971685164 4.5 3.141592653589793,-192.92046842148884 4.5 3.141592653589793,-165.70833073265056 4.5 3.141592653589793,-35.898333333333408 4.5 3.141592653589793,275.0 4.5 3.141592653589793,-9.84083333333325 -4.5 0.0,4.5 -6.908061155555515 1.5707963267948966,-2.8482594465474264 -3.1624870515724448 2.3220080880168179,9.376470698666538 4.5 3.141592653589793,3.89334940003846 -2.165734554990539 -2.3903808923678726,;road_0_1_0 r g,road_1_0_1 r r,road_1_2_3 r r,road_2_1_2 r g,
-26.77024444444436 -4.5 0.0,-64.46499999999992 -4.5 0.0,-108.90499999999997 -4.5 0.0,1.5 -220.005 1.5707963267948966,4.5 -14.408061155555516 1.5707963267948966,4.5 -22.66118991663336 1.5707963267948966,4.5 -32.90469775337681 1.5707963267948966,4.5 -50.802971678141719 1.5707963267948966,4.5 -86.68499999999995 1.5707963267948966,4.5 -131.125 1.5707963267948966,4.5 -175.565 1.5707963267948966,4.5 -220.005 1.5707963267948966,4.5 -264.445 1.5707963267948966,4.5 -296.0 1.5707963267948966,246.61500000000025 -4.5 0.0,202.17500000000019 -4.5 0.0,157.73500000000014 -4.5 0.0,80.6827777777779 -4.5 0.0,53.6826630590579 -4.5 0.0,1.5 105.52257747642708 1.5707963267948966,4.5 102.5583333333334 1.5707963267948966,-258.4686666666668 4.5 3.141592653589793,-231.24876449677769 4.5 3.141592653589793,-204.02979119960933 4.5 3.141592653589793,-176.81496972979253 4.5 3.141592653589793,-47.008333333333407 4.5 3.141592653589793,299.0 1.5 3.141592653589793,264.445 4.5 3.141592653589793,299.0 4.5 3.141592653589793,-8.297777777777697 -4.5 0.0,4.5 -6.658061155555515 1.5707963267948966,-8.396847331170499 1.0422393461858637 2.694750185104029,6.376470698666537 4.5 3.141592653589793,3.89334940003846 -2.165734554990539 -2.3903808923678726,;road_0_1_0 r g,road_1_0_1 r r,road_1_2_3 r r,road_2_1_2 r g,
-22.034497777777689 -4.5 0.0,-53.354999999999908 -4.5 0.0,-97.79499999999996 -4.5 0.0,1.5 -208.89499999999999 1.5707963267948966,4.5 -14.158061155555516 1.5707963267948966,4.5 -21.907362598510646 1.5707963267948966,4.5 -30.711843809362905 1.5707963267948966,4.5 -45.87218571633571 1.5707963267948966,4.5 -75.66442103109657 1.5707963267948966,4.5 -120.01499999999999 1.5707963267948966,4.5 -164.455 1.5707963267948966,4.5 -208.89499999999999 1.5707963267948966,4.5 -253.335 1.5707963267948966,4.5 -291.0 1.5707963267948966,257.72500000000027 -4.5 0.0,213.2850000000002 -4.5 0.0,168.84500000000015 -4.5 0.0,91.7927777777779 -4.5 0.0,64.7047089465459 -4.5 0.0,1.5 116.63257747642708 1.5707963267948966,4.5 113.6683333333334 1.5707963267948966,-17.322021920871486 1.5 3.141592653589793,-269.57866666666686 4.5 3.141592653589793,-242.35872536473335 4.5 3.141592653589793,-215.1393674744619 4.5 3.141592653589793,-187.92276287334335 4.5 3.141592653589793,-58.1183333333334 4.5 3.141592653589793,296.0 1.5 3.141592653589793,253.335 4.5 3.141592653589793,296.0 4.5 3.141592653589793,-6.063333333333251 -4.5 0.0,4.5 -6.658061155555515 1.5707963267948966,1.3764706986665374 4.5 3.141592653589793,3.1624870515724448 -2.8482594465474264 -2.3903808923678726,;road_0_1_0 r g,road_1_0_1 r r,road_1_2_3 r r,road_2_1_2 r g,
-17.699403555555479 -4.5 0.0,-43.58737155555548 -4.5 0.0,-86.68499999999995 -4.5 0.0,1.5 -197.78500000000003 1.5707963267948966,4.5 -14.158061155555516 1.5707963267948966,4.5 -21.65806385012337 1.5707963267948966,4.5 -29.469894043407466 1.5707963267948966,4.5 -41.91706456830224 1.5707963267948966,4.5 -65.97932831425053 1.5707963267948966,4.5 -108.90499999999997 1.5707963267948966,4.5 -153.34500000000004 1.5707963267948966,4.5 -197.78500000000003 1.5707963267948966,4.5 -242.225 1.5707963267948966,4.5 -284.0 1.5707963267948966,268.83500000000029 -4.5 0.0,224.3950000000002 -4.5 0.0,179.95500000000016 -4.5 0.0,102.9027777777779 -4.5 0.0,75.7619364790387 -4.5 0.0,1.5 127.74257747642707 1.5707963267948966,4.5 124.7783333333334 1.5707963267948966,-27.877021920871486 1.5 3.141592653589793,-280.68866666666687 4.5 3.141592653589793,-253.46870188550674 4.5 3.141592653589793,-226.2491028041616 4.5 3.141592653589793,-199.0313199687613 4.5 3.141592653589793,-69.22833333333341 4.5 3.141592653589793,291.0 1.5 3.141592653589793,242.225 4.5 3.141592653589793,291.0 4.5 3.141592653589793,-4.446111111111029 -4.5 0.0,4.5 -6.658061155555515 1.5707963267948966,-5.623529301333463 4.5 -3.1415926535897928,1.1436694199003617 -5.064352601193553 -2.2482343908299686,;road_0_1_0 r r,road_1_0_1 r g,road_1_2_3 r g,road_2_1_2 r r,
-14.618216533333282 -4.5 0.0,-35.4516723555555 -4.5 0.0,-75.57499999999993 -4.5 0.0,1.5 -186.675 1.5707963267948966,4.5 -14.158061155555516 1.5707963267948966,4.5 -21.658061155555516 1.5707963267948966,4.5 -29.380283377777745 1.5707963267948966,4.5 -39.232440681568849 1.5707963267948966,4.5 -58.70939290002701 1.5707963267948966,4.5 -97.79499999999996 1.5707963267948966,4.5 -142.235 1.5707963267948966,4.5 -186.675 1.5707963267948966,4.5 -231.115 1.5707963267948966,4.5 -275.0 1.5707963267948966,279.9450000000003 -4.5 0.0,235.50500000000023 -4.5 0.0,191.06500000000018 -4.5 0.0,114.0127777777779 -4.5 0.0,86.84027299853438 -4.5 0.0,1.5 138.8525774764271 1.5707963267948966,4.5 135.88833333333339 1.5707963267948966,-38.987021920871487 1.5 3.141592653589793,-291.79866666666688 4.5 3.141592653589793,-264.5786877979708 4.5 3.141592653589793,-237.35893774085432 4.5 3.141592653589793,-210.14038016886139 4.5 3.141592653589793,-80.3383333333334 4.5 3.141592653589793,-14.623529301333463 4.5 3.141592653589793,284.0 1.5 3.141592653589793,231.115 4.5 3.141592653589793,284.0 4.5 3.141592653589793,-4.446111111111029 -4.5 0.0,4.5 -6.658061155555515 1.5707963267948966,-1.3638797716441556 -9.335827161643035 -1.7729440572530336,;road_0_1_0 r r,road_1_0_1 r g,road_1_2_3 r g,road_2_1_2 r r,
-13.165611768888823 -4.5 0.0,-29.51295505777773 -4.5 0.0,-64.46499999999992 -4.5 0.0,1.5 -175.565 1.5707963267948966,4.5 -14.158061155555516 1.5707963267948966,4.5 -21.658061155555516 1.5707963267948966,4.5 -29.176515151185926 1.5707963267948966,4.5 -37.577009305038817 1.5707963267948966,4.5 -53.298749540795117 1.5707963267948966,4.5 -86.68499999999995 1.5707963267948966,4.5 -131.125 1.5707963267948966,4.5 -175.565 1.5707963267948966,4.5 -220.005 1.5707963267948966,4.5 -264.445 1.5707963267948966,291.0550000000003 -4.5 0.0,246.61500000000025 -4.5 0.0,202.17500000000019 -4.5 0.0,125.1227777777779 -4.5 0.0,97.93127491023178 -4.5 0.0,1.5 149.9625774764271 1.5707963267948966,4.5 146.9983333333334 1.5707963267948966,-50.09702192087148 1.5 3.141592653589793,-275.6886793454492 4.5 3.141592653589793,-248.4688349461937 4.5 3.141592653589793,-221.2497701849971 4.5 3.141592653589793,-91.4483333333334 4.5 3.141592653589793,-25.178529301333464 4.5 3.141592653589793,-1.5 -16.322021920871486 -1.5707963267948966,275.0 1.5 3.141592653589793,220.005 4.5 3.141592653589793,275.0 4.5 3.141592653589793,-3.446111111111029 -4.5 0.0,4.5 -5.658061155555515 1.5707963267948966,;road_0_1_0 r r,road_1_0_1 r g,road_1_2_3 r g,road_2_1_2 r r,
-11.843255831111037 -4.5 0.0,-25.580719295999928 -4.5 0.0,-53.93220308622216 -4.5 0.0,1.5 -164.455 1.5707963267948966,4.5 -13.158061155555516 1.5707963267948966,4.5 -21.658061155555516 1.5707963267948966,4.5 -29.158061155555516 1.5707963267948966,4.5 -36.71268102908647 1.5707963267948966,4.5 -49.430009567726958 1.5707963267948966,4.5 -76.25861689238832 1.5707963267948966,4.5 -120.01499999999999 1.5707963267948966,4.5 -164.455 1.5707963267948966,4.5 -208.89499999999999 1.5707963267948966,4.5 -253.335 1.5707963267948966,257.72500000000027 -4.5 0.0,213.2850000000002 -4.5 0.0,136.23277777777788 -4.5 0.0,109.02987605725022 -4.5 0.0,1.5 161.0725774764271 1.5707963267948966,4.5 158.1083333333334 1.5707963267948966,-61.20702192087148 1.5 3.141592653589793,-286.7986761757536 4.5 3.141592653589793,-259.57877101539159 4.5 3.141592653589793,-232.35937553054363 4.5 3.141592653589793,-102.5583333333334 4.5 3.141592653589793,-36.28852930133346 4.5 3.141592653589793,-1.5 -25.322021920871486 -1.5707963267948966,264.445 1.5 3.141592653589793,208.89499999999999 4.5 3.141592653589793,264.445 4.5 3.141592653589793,-1.9461111111110299 -4.5 0.0,4.5 -2.658061155555515 1.5707963267948966,;road_0_1_0 r r,road_1_0_1 r g,road_1_2_3 r g,road_2_1_2 r r,
-10.898715875555468 -4.5 0.0,-22.343238687288819 -4.5 0.0,-45.12527464817771 -4.5 0.0,1.5 -153.34500000000004 1.5707963267948966,4.5 -11.49139448888883 1.5707963267948966,4.5 -20.658061155555516 1.5707963267948966,4.5 -29.158061155555516 1.5707963267948966,4.5 -36.658061155555518 1.5707963267948966,4.5 -46.77109483650344 1.5707963267948966,4.5 -68.06495459481886 1.5707963267948966,4.5 -108.90499999999997 1.5707963267948966,4.5 -153.34500000000004 1.5707963267948966,4.5 -197.78500000000003 1.5707963267948966,4.5 -242.225 1.5707963267948966,268.83500000000029 -4.5 0.0,224.3950000000002 -4.5 0.0,147.34277777777789 -4.5 0.0,120.13303674546128 -4.5 0.0,1.5 172.18257747642714 1.5707963267948966,4.5 169.21833333333343 1.5707963267948966,-72.3170219208715 1.5 3.141592653589793,-297.9086761757536 4.5 3.141592653589793,-270.6887324455973 4.5 3.141592653589793,-243.4691209383224 4.5 3.141592653589793,-113.6683333333334 4.5 3.141592653589793,-47.39852930133346 4.5 3.141592653589793,-1.5 -35.877021920871488 -1.5707963267948966,253.335 1.5 3.141592653589793,197.78500000000003 4.5 3.141592653589793,253.335 4.5 3.141592653589793,-1.1961111111110299 -4.5 0.0,4.5 2.3419388444444855 1.5707963267948966,;road_0_1_0 r r,road_1_0_1 r g,road_1_2_3 r g,road_2_1_2 r r,
-10.331991902222115 -4.5 0.0,-20.035109702115507 -4.5 0.0,-38.4788537079466 -4.5 0.0,1.5 -142.235 1.5707963267948966,4.5 -10.49139448888883 1.5707963267948966,4.5 -18.99139448888883 1.5707963267948966,4.5 -28.158061155555516 1.5707963267948966,4.5 -36.658061155555518 1.5707963267948966,4.5 -45.05825022964993 1.5707963267948966,4.5 -62.12257725851717 1.5707963267948966,4.5 -97.79499999999996 1.5707963267948966,4.5 -142.235 1.5707963267948966,4.5 -186.675 1.5707963267948966,4.5 -231.115 1.5707963267948966,279.9450000000003 -4.5 0.0,235.50500000000023 -4.5 0.0,158.4527777777779 -4.5 0.0,131.2389331583879 -4.5 0.0,1.5 183.29257747642718 1.5707963267948966,4.5 180.32833333333344 1.5707963267948966,-83.4270219208715 1.5 3.141592653589793,-281.7987099376598 4.5 3.141592653589793,-254.57895782727349 4.5 3.141592653589793,-124.7783333333334 4.5 3.141592653589793,-58.50852930133346 4.5 3.141592653589793,-1.5 -46.987021920871487 -1.5707963267948966,242.225 1.5 3.141592653589793,186.675 4.5 3.141592653589793,242.225 4.5 3.141592653589793,0.30388888888897017 -4.5 0.0,4.5 9.341938844444482 1.5707963267948966,;road_0_1_0 r r,road_1_0_1 r g,road_1_2_3 r g,road_2_1_2 r r,
-10.143083911110978 -4.5 0.0,-18.388798789859494 -4.5 0.0,-33.50738869959105 -4.5 0.0,1.5 -131.125 1.5707963267948966,4.5 -17.99139448888883 1.5707963267948966,4.5 -26.49139448888883 1.5707963267948966,4.5 -35.658061155555518 1.5707963267948966,4.5 -44.19758667689456 1.5707963267948966,4.5 -57.80018407148924 1.5707963267948966,4.5 -86.7554565638971 1.5707963267948966,4.5 -131.125 1.5707963267948966,4.5 -175.565 1.5707963267948966,4.5 -220.005 1.5707963267948966,291.0550000000003 -4.5 0.0,246.61500000000025 -4.5 0.0,169.5627777777779 -4.5 0.0,142.3464710061439 -4.5 0.0,1.5 194.40257747642716 1.5707963267948966,4.5 191.43833333333346 1.5707963267948966,4.5 18.341938844444486 1.5707963267948966,-94.53702192087148 1.5 3.141592653589793,-292.90870149718327 4.5 3.141592653589793,-265.6888541698405 4.5 3.141592653589793,-135.88833333333339 4.5 3.141592653589793,-69.61852930133347 4.5 3.141592653589793,-1.5 -58.09702192087148 -1.5707963267948966,231.115 1.5 3.141592653589793,175.565 4.5 3.141592653589793,231.115 4.5 3.141592653589793,3.8038888888889708 -4.5 0.0,4.5 -9.99139448888883 1.5707963267948966,;road_0_1_0 r r,road_1_0_1 r g,road_1_2_3 r g,road_2_1_2 r r,
-17.646185645709865 -4.5 0.0,-29.795721372467143 -4.5 0.0,1.5 -120.01499999999999 1.5707963267948966,4.5 -17.49139448888883 1.5707963267948966,4.5 -25.49139448888883 1.5707963267948966,4.5 -33.99139448888883 1.5707963267948966,4.5 -43.04104760994625 1.5707963267948966,4.5 -54.87935832995478 1.5707963267948966,4.5 -77.65229897934336 1.5707963267948966,4.5 -120.01499999999999 1.5707963267948966,4.5 -164.455 1.5707963267948966,4.5 -208.89499999999999 1.5707963267948966,4.5 -299.0 1.5707963267948966,257.72500000000027 -4.5 0.0,180.67277777777793 -4.5 0.0,153.4549937147975 -4.5 0.0,1.5 205.51257747642718 1.5707963267948966,4.5 202.54833333333347 1.5707963267948966,4.5 28.896938844444486 1.5707963267948966,-105.64702192087148 1.5 3.141592653589793,-276.7987914126823 4.5 3.141592653589793,-146.9983333333334 4.5 3.141592653589793,-80.72852930133345 4.5 3.141592653589793,-1.5 -69.20702192087149 -1.5707963267948966,-4.5 299.0 -1.5707963267948966,220.005 1.5 3.141592653589793,164.455 4.5 3.141592653589793,220.005 4.5 3.141592653589793,9.303888888888967 -4.5 0.0,-9.143083911110978 -4.5 0.0,4.5 -9.74139448888883 1.5707963267948966,;road_0_1_0 r g,road_1_0_1 r r,road_1_2_3 r r,road_2_1_2 r g,
-16.605666161306375 -4.5 0.0,-27.38119528952916 -4.5 0.0,1.5 -108.90499999999997 1.5707963267948966,4.5 -17.24139448888883 1.5707963267948966,4.5 -24.99139448888883 1.5707963267948966,4.5 -32.99139448888883 1.5707963267948966,4.5 -41.50063769152263 1.5707963267948966,4.5 -52.26558356347894 1.5707963267948966,4.5 -71.19542393988488 1.5707963267948966,4.5 -108.90499999999997 1.5707963267948966,4.5 -153.34500000000004 1.5707963267948966,4.5 -197.78500000000003 1.5707963267948966,4.5 -296.0 1.5707963267948966,268.83500000000029 -4.5 0.0,191.78277777777795 -4.5 0.0,164.56410733998968 -4.5 0.0,16.80388888888897 -4.5 0.0,1.5 216.6225774764272 1.5707963267948966,4.5 213.65833333333348 1.5707963267948966,4.5 40.006938844444487 1.5707963267948966,-116.75702192087148 1.5 3.141592653589793,-287.90876893380757 4.5 3.141592653589793,-158.1083333333334 4.5 3.141592653589793,-91.83852930133345 4.5 3.141592653589793,-1.5 -80.31702192087148 -1.5707963267948966,-4.5 296.0 -1.5707963267948966,208.89499999999999 1.5 3.141592653589793,153.34500000000004 4.5 3.141592653589793,208.89499999999999 4.5 3.141592653589793,-6.143083911110978 -4.5 0.0,4.5 -9.61639448888883 1.5707963267948966,;road_0_1_0 r g,road_1_0_1 r r,road_1_2_3 r r,road_2_1_2 r g,
-13.947565986073642 -4.5 0.0,-25.15767012272363 -4.5 0.0,1.5 -97.79499999999996 1.5707963267948966,4.5 -17.11639448888883 1.5707963267948966,4.5 -24.74139448888883 1.5707963267948966,4.5 -32.49139448888883 1.5707963267948966,4.5 -40.48999055406699 1.5707963267948966,4.5 -49.86619620062214 1.5707963267948966,4.5 -65.86935289062387 1.5707963267948966,4.5 -97.79499999999996 1.5707963267948966,4.5 -142.235 1.5707963267948966,4.5 -186.675 1.5707963267948966,4.5 -291.0 1.5707963267948966,279.9450000000003 -4.5 0.0,202.89277777777796 -4.5 0.0,175.67357551510498 -4.5 0.0,26.30388888888897 -4.5 0.0,1.5 227.7325774764272 1.5707963267948966,4.5 224.7683333333335 1.5707963267948966,4.5 51.11693884444449 1.5707963267948966,-127.86702192087148 1.5 3.141592653589793,-299.01876893380759 4.5 3.141592653589793,-169.21833333333343 4.5 3.141592653589793,-102.94852930133345 4.5 3.141592653589793,-1.5 -91.4270219208715 -1.5707963267948966,-4.5 291.0 -1.5707963267948966,197.78500000000003 1.5 3.141592653589793,142.235 4.5 3.141592653589793,197.78500000000003 4.5 3.141592653589793,-1.1430839111109777 -4.5 0.0,4.5 -9.55389448888883 1.5707963267948966,;road_0_1_0 r g,road_1_0_1 r r,road_1_2_3 r r,road_2_1_2 r g,
-11.395885207962636 -4.5 0.0,-22.14200843301711 -4.5 0.0,1.5 -86.68499999999995 1.5707963267948966,4.5 -17.05389448888883 1.5707963267948966,4.5 -24.61639448888883 1.5707963267948966,4.5 -32.24139448888883 1.5707963267948966,4.5 -39.99183245969033 1.5707963267948966,4.5 -48.1913325595892 1.5707963267948966,4.5 -61.573549479332687 1.5707963267948966,4.5 -87.58418448317264 1.5707963267948966,4.5 -131.125 1.5707963267948966,4.5 -175.565 1.5707963267948966,4.5 -284.0 1.5707963267948966,291.0550000000003 -4.5 0.0,214.00277777777797 -4.5 0.0,186.78325642017419 -4.5 0.0,37.10888888888897 -4.5 0.0,1.5 238.8425774764272 1.5707963267948966,4.5 235.8783333333335 1.5707963267948966,4.5 62.22693884444448 1.5707963267948966,-138.9770219208715 1.5 3.141592653589793,-180.32833333333344 4.5 3.141592653589793,-114.05852930133345 4.5 3.141592653589793,-1.5 -102.53702192087148 -1.5707963267948966,-4.5 284.0 -1.5707963267948966,186.675 1.5 3.141592653589793,131.125 4.5 3.141592653589793,186.675 4.5 3.141592653589793,5.856916088889022 -4.5 4.1895208476420999e-16,4.5 -9.52264448888883 1.5707963267948966,;road_0_1_0 r r,road_1_0_1 r g,road_1_2_3 r g,road_2_1_2 r r,
